,caption,pos_sims,neg_sims,url,score
0,fans gather on the boardwalk during an event,0.25632032321286946,0.41034455315352064,http://static.flickr.com/3033/2978905732_d6aa847697.jpg,-0.15402422994065118
1,fans watch a game from the stands at clemson stadium,0.21485661427122638,0.378769252282608,http://media.gettyimages.com/photos/general-atmosphere-during-a-ncaa-game-between-the-nevada-wolfpack-and-picture-id152773234?k=6&m=152773234&s=612x612&w=0&h=R9Rx3lCGCWygG0mPrilQoqQowD4g-DzaOI_jWaH2X4E=,-0.16391263801138162
2,a fan is hoisted by soccer player as they face sports team,0.3752960490504751,0.4642753078633965,https://media.gettyimages.com/photos/uruguays-alvaro-recoba-celebrates-on-the-shoulders-of-team-mate-diego-picture-id651591990?s=612x612,-0.0889792588129214
3,the jacksonville fans are cheering the team from the sidelines during their game,0.21227709784244275,0.3343954048659715,https://static1.squarespace.com/static/54583864e4b00889b2e07431/587d4dff37c5812c8cdf083d/587d4e2af7e0ab0bf5d21922/1484607563088/Cereijo_BlogPost_6.jpg?format=750w,-0.12211830702352877
4,a fan falling off the bench after falling off during a game,0.34536861163275384,0.4624503804151013,https://cdn-s3.si.com/s3fs-public/si/dam/assets/13/05/30/130530174651-tony-parker-49-single-image-cut.jpg,-0.11708176878234744
5,a crowd of people sitting on the stand hold up a banner in front of their fans,0.26636864946970834,0.45788957627112614,https://media.gettyimages.com/photos/indian-fans-celebrate-victory-during-the-first-test-match-between-picture-id53110719?s=612x612,-0.1915209268014178
6,two fans at a football game,0.2839703703247037,0.4520927212713471,http://archive.jsonline.com/Services/image.ashx?domain=www.jsonline.com&file=b99435282z.1_20150204190542_000_g439pu3k.1-1.jpg&resize=660*406,-0.1681223509466434
7,a fan wearing a traditional hat and scarf stands in the stadium,0.31937842048130316,0.4589199431446945,https://media.gettyimages.com/photos/fan-of-borussia-dortmund-with-patches-on-his-jacket-takes-pictures-at-picture-id594801544?s=612x612,-0.13954152266339132
8,person watches the game with a fan at the wnba superdral,0.25543056362285455,0.39828644828022947,https://i.pinimg.com/736x/50/7e/51/507e51c227d54ad4e0073e18db951ceb.jpg,-0.14285588465737492
9,a group of yellow student union fans watch from the stands,0.2388520078838396,0.397694481099777,https://cdn2.newsok.biz/cache/w640-3480cebe5f0405c1d8d907412b96baf7.jpg,-0.15884247321593742
