,caption,pos_sims,neg_sims,url,score
0,a beautiful sunrise in the distance behind a taj mahal and a boat on the river,0.5663208442009774,0.6221353748243473,https://images.robertharding.com/preview/RF/RH_RF/VERTICAL/1158-345.jpg,-0.05581453062336994
1,the taj mahal mahal palace,0.6029343620864054,0.5523252774614879,https://elephanta.co.in/wp-content/uploads/2014/02/Taj-Mahal-Hotel-in-Mumbai.jpg,0.05060908462491753
2,taj mahal mausoleum with beautiful blue sky background stock photography,0.6983430917789576,0.5537319017190129,https://thumbs.dreamstime.com/b/ivory-white-facade-taj-mahal-calligraphy-wall-ivory-white-facade-taj-mahal-calligraphy-walls-122520244.jpg,0.14461119005994472
3,two people taking photos with the taj mahal in the background,0.5362242832284433,0.6966026585499653,https://static1.squarespace.com/static/56ec44b41d07c0db86a517e5/t/58b7d67920099e5e74ed1c12/1491112894803/best-photo-spots-taj-mahal.jpg?format=750w,-0.160378375321522
4,"a woman stands in front of the taj mahal, which is now the mausoleum",0.5873145042816637,0.586426276896575,https://m.hindustantimes.com/rf/image_size_800x600/HT/p1/2012/01/20/Incoming/Pictures/799715_Wallpaper2.jpg,0.0008882273850886468
5,the taj mahal mausoleum from the yamunli river in india,0.6114616093096216,0.536366763291117,https://images.robertharding.com/preview/RF/RH_M_RF/HORIZONTAL/794-2969.jpg,0.07509484601850458
6,a man and a woman standing in front of the huml huml at the taj mahal mausoleum,0.5377842797598025,0.6046836452584341,https://static1.squarespace.com/static/537377c4e4b0a4617ea51e1d/t/54f970f8e4b08a345af4088d/1425633567406/,-0.06689936549863162
7,"the taj mahal mahal hotel, built in 1897, is seen at the waterfront of mumbai city",0.5129844099504386,0.4792178661479663,"https://img.etimg.com/thumb/msid-47849084,width-640,resizemode-4,imgsize-68747/5-things-that-make-mumbai-an-expensive-city.jpg",0.03376654380247229
8,a poster of bollywood movie taj mahal,0.4968144065766198,0.5138129808037615,https://im.rediff.com/movies/2013/mar/07royals-in-bollywood5.jpg,-0.016998574227141683
9,"the taj mahal mosque is a famous monument in agra, india and is located in a beautiful garden with",0.5169617783991589,0.503322319487315,https://images.fineartamerica.com/images/artworkimages/mediumlarge/2/entering-the-taj-mahal-at-the-sunrise-agra-india-watercolor-by-adam-asar-celestial-images.jpg,0.013639458911843927
10,"the taj mahal, a mausoleum and reflecting pond in the middle of a lake",0.7318068575505525,0.5336755814144826,https://www.travelnation.co.uk/sites/default/files/india_agra_taj_mahal_sunset.jpg,0.19813127613606996
11,"indian cars on the road, a colorful image of taj mahal with people and architecture",0.49557673777055766,0.5392903118808802,https://thumbs.dreamstime.com/b/taj-mahal-rickshaws-passing-cartoon-style-magical-ambiance-india-vector-88469890.jpg,-0.043713574110322506
12,painting of the taj mahal,0.6359951151695167,0.5588948143536036,https://render.fineartamerica.com/images/images-profile-flow/400/images-medium-large-5/the-taj-mahal-and-the-yamuna-river-artistic-indian-nurse.jpg,0.07710030081591313
