,caption,pos_sims,neg_sims,url,score
0,fried eggs with mushrooms and bread,3.3770035093171447,3.891604615667362,https://thumb7.shutterstock.com/display_pic_with_logo/3265349/441008731/stock-vector-food-on-a-plate-egg-with-bread-and-mushrooms-vector-illustration-441008731.jpg,-0.5146011063502174
1,eggs in tomato sauce and bread on a pan,3.5014649867423966,4.1807747505215325,http://l7.alamy.com/zooms/fab75c05926d40cdb0c425a9da153068/traditional-middle-eastern-food-served-in-a-pan-djaj8n.jpg,-0.6793097637791359
2,white chocolate eggs with speckles on a bamboo tray stock photo,4.258664845659205,3.991923662404879,https://static8.depositphotos.com/1003101/980/i/950/depositphotos_9806514-stock-photo-sweets-in-the-form-of.jpg,0.2667411832543265
3,a giant turtle laying eggs on a beach with its head in the water,3.0208582363683023,2.4908071900315334,http://l7.alamy.com/zooms/bfa361a16c514176a534f753e425d60c/sea-turtle-on-the-island-of-trinidad-ftmgk3.jpg,0.5300510463367689
4,two easter eggs with umbrellas on the beach,3.6436469833077307,3.617765138265299,https://media.istockphoto.com/photos/easter-eggs-on-the-beach-picture-id483874679?k=6&m=483874679&s=612x612&w=0&h=_IfitfzSEEJGDi_GFD6KtX6XC46fLAx90vNAJcgJBu8=,0.025881845042431628
5,a colorful easter eggs in the grass with flowers and butterfly,3.7122009751074883,4.0578298008012155,https://static6.depositphotos.com/1072356/601/v/950/depositphotos_6013722-stock-illustration-vector-illustration-of-easter-eggs.jpg,-0.3456288256937272
6,a nest with colorful easter eggs,4.672673132976807,4.853926671107661,https://blog.dacadoo.com/wp-content/uploads/2016/03/800x799/14116719.jpg,-0.18125353813085443
7,seagulls with eggs and easter eggs,4.17450069867303,4.348682452963753,https://thumb7.shutterstock.com/display_pic_with_logo/3922217/748282189/stock-vector-gulls-and-egg-on-a-blue-background-seamless-pattern-of-birds-748282189.jpg,-0.17418175429072313
8,steak with fried eggs and tomatoes on the plate,3.1152795873366173,3.3884958983981504,https://thumb1.shutterstock.com/display_pic_with_logo/1087556/412055893/stock-vector-bacon-tomato-and-fried-eggs-on-the-plate-vector-illustration-412055893.jpg,-0.2732163110615331
9,an overhead view of cupcakes decorated with eggs,4.737092748826302,5.145405926807704,http://46j6bj2j51papmb0q1wvc8as.wpengine.netdna-cdn.com/wp-content/uploads/2016/03/Sunny-Side-Up-Cupcakes-1-682x1024.jpg,-0.40831317798140176
10,"a nest filled with four blue eggs, sitting in the trees outside of a house",3.6923687801915936,3.3317664413153127,https://media.istockphoto.com/photos/nest-of-a-bird-with-five-eggs-in-the-wild-picture-id675659096?k=6&m=675659096&s=612x612&w=0&h=2sxy1Wp6P89V_yEtg0mcX4LAiRKj38pe11YF5k7mJf0=,0.3606023388762809
11,"some white eggs, broken and the other half empty",5.104331001629821,4.127736749694157,http://l7.alamy.com/zooms/591cb4e1df534a55bec47a8843e7459b/close-up-photo-of-white-eggs-in-a-raw-cemyja.jpg,0.9765942519356638
12,a bunny with six colorful eggs on the grass,4.188043704559557,4.339395611210634,https://thumbs.dreamstime.com/b/colorful-porcelain-easter-rabbit-sun-little-colorful-porcelain-easter-rabbit-eggs-against-sky-grass-background-d-169472581.jpg,-0.1513519066510769
13,cute cartoon rabbit with a basket of easter eggs,3.5161326667871755,4.311302637747581,https://us.123rf.com/450wm/alexbannykh/alexbannykh1903/alexbannykh190300010/119245943-stock-vector-friendly-smiling-easter-bunny-with-a-basket-of-colorfully-painted-eggs-walking-among-flowers-on-gree.jpg?ver=6,-0.7951699709604059
14,eggs are in a pan with feta cheese and spinach,3.7649756221010957,4.433158257879455,https://tastykitchen.com/wp-content/uploads/2012/02/Tasty-Kitchen-Blog-Egg-Bake-10.jpg,-0.6681826357783596
15,fried eggs on toast with ketchup and garlic on the side,3.158231213108623,3.7114067973061133,https://img.freepik.com/free-photo/fried-eggs-plate-with-green-onions-breakfast-beautiful-serving-dish-proper-nutrition_73741-644.jpg?size=626&ext=jpg,-0.5531755841974904
16,a picture of a person putting plastic eggs in them,4.181653289307104,4.968442299485442,https://i.chzbgr.com/full/9259334400/h29885FF6/known-real-fear-until-youve-tried-to-use-one-of-these-above-pics-of-little-rubber-toys-that-pop-up,-0.7867890101783379
17,"easter bread with blue, green, and red eggs",3.659668232014613,4.079358242172841,https://lostinplovdiv.com/media/images/92439182cb38190ec50ebb52868c577a28a17b254a06155a8b997b47dc460cbb.jpeg,-0.4196900101582277
18,"eggs in the shape of a heart, toast and raspberries stock images",3.9211866572703045,4.065753455662832,https://thumbs.dreamstime.com/b/valentines-day-brunch-concept-heart-shaped-eggs-toast-jam-over-dark-stone-background-top-view-table-scene-136124194.jpg,-0.1445667983925274
19,"a plate of food that includes eggs, waffles and beans",3.219006910690835,3.743852706168801,https://lp-cms-production.imgix.net/features/2019/05/BarbaraCocina_Laureles-04d985cf1bc6.jpg?auto=format&fit=crop&q=40&sharp=10&vib=20&ixlib=react-8.6.4,-0.5248457954779662
20,"a plate of eggs and coffee with fork, knife and spoon stock illustration",3.639036889655062,4.04471641033608,https://thumbs.dreamstime.com/b/fried-eggs-breakfast-plate-fork-knife-wooden-cooked-desk-top-view-top-view-fried-eggs-breakfast-112101175.jpg,-0.405679520681018
21,"a close up of a breakfast sandwich on a plate with mushrooms, eggs, mushrooms, and tomatoes",3.4398804493679833,3.6608556205788925,http://katieatthekitchendoor.com/wp-content/uploads/2015/05/2015-05-08-284-2000x1363.jpg,-0.22097517121090915
22,three eggs are sitting in a white bowl on a table,4.872533776411934,4.831634143553787,https://i1.wp.com/goldilockskitchen.com/wp-content/uploads/2019/03/Challah1.jpg?resize=650%2C431&ssl=1,0.040899632858146795
23,"a plate with vegetables, hard boiled chicken breast, boiled eggs and tomatoes, on dark background",3.6784757453465438,3.597579872947944,https://img.freepik.com/free-photo/plate-with-keto-diet-food-set-products-ketogenic-diet-plate-cherry-tomatoes-boiled-broccoli-steamed-chicken-breast-salad-with-arugula-avocado-quail-eggs-keto-lunch_84130-1660.jpg?size=626&ext=jpg,0.08089587239859997
24,small plastic easter eggs with different designs,3.955228202722137,4.166273966854768,https://i.pinimg.com/originals/b7/7d/73/b77d73d7fa2f9749971345e0923fb8dc.jpg,-0.21104576413263132
25,the eggs are stuffed with asparagus and cheese,3.9100519481422404,4.220396303437933,https://theoldquayhouse.com/wp-content/uploads/2017/06/old-quay-house-massey-asparagus-02-scaled.jpg,-0.31034435529569215
26,a bowl of cheese and eggs being stirred,3.9997620113237358,4.826094857789267,https://livingsweetmoments.com/wp-content/uploads/2017/10/Cheese-Stuffed-Yuca-Balls-recipe-process-cheese.jpg,-0.8263328464655308
27,"a plate with bacon, eggs, beans and bacon",3.290887846322433,3.7663514576870556,https://r-cf.bstatic.com/images/hotel/max1024x768/115/115477021.jpg,-0.47546361136462245
28,an egg dying in a cake on a plate with a knife and colored eggs on a tablecloth,4.707787574131295,4.988637589614787,https://img.freepik.com/free-photo/tasting-traditional-easter-cake-woman-cuts-cake-with-knife-colored-eggs-table_115128-100.jpg?size=626&ext=jpg,-0.28085001548349187
29,"a watercolor seamless pattern with the image of easter eggs, bouquets and watering can, flowers and",3.079798374238273,3.367036260770252,https://image.shutterstock.com/image-illustration/watercolor-vintage-happy-easter-seamless-600w-375715714.jpg,-0.2872378865319791
30,a plate of eggs and bacon on a table,4.266599665113896,4.747965504699301,https://live.staticflickr.com/77/215930350_a4af265e8b_z.jpg,-0.481365839585405
31,a girl with a basket filled with painted eggs,3.8664090495054304,4.674704944052774,https://scrippsamg.com/wp-content/uploads/2017/04/shutterstock_245440294.jpg,-0.8082958945473435
32,a wicker basket with eggs in purple and gold,4.707690822933091,4.877059296039694,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F34%2F2013%2F03%2F19035939%2Feaster-basket-nest-014-r-mld109766_vert.jpg,-0.1693684731066032
33,"a breakfast plate with omelet, eggs, and potatoes",3.108427034893116,3.594990429199354,https://i0.wp.com/www.lavenderandlovage.com/wp-content/uploads/2016/01/P1040394.jpg?resize=680%2C511&ssl=1,-0.4865633943062382
34,croutons on a baking pan with eggs and brown bread,3.47975522152539,4.09648055673728,https://www.mamaknowsglutenfree.com/wp-content/uploads/2018/05/schar-toasted-bread-1.jpg,-0.61672533521189
35,"a basket of decorated easter eggs with a banner saying, `, surprise for the kids",3.689139117375518,4.362031384287579,https://i.pinimg.com/originals/a6/73/44/a6734416abc906f691f82056623109c1.jpg,-0.6728922669120605
36,"an egg carton, two white eggs and a jar of mayonnaise",4.652941208390525,4.426290673758449,https://thevarsity.ca/wp-content/uploads/2019/04/Top_10_Challenge_Raising_awareness_for_food_allergiesSHANNA_HUNTER_THE_VARSITY-Milk_eggs_peanut_butter_web-1080x720.jpg,0.22665053463207574
37,an easter card with eggs in the field,4.269640497272145,4.609027900921331,https://images.assetsdelivery.com/compings_v2/pk74/pk741504/pk74150400037.jpg,-0.3393874036491855
38,a glass cup filled with yeast and eggs next to a bowl full of egg mixture,4.1325369070707225,4.437272218528598,https://amyinthekitchen.com/wp-content/uploads/2018/03/Sourdough-Starter-Day-1-3.jpg,-0.30473531145787547
39,"eggs, toast and a cup of coffee",3.758281077541141,4.016044349854435,https://img.freepik.com/free-photo/breakfast-valentine-s-day-fried-eggs-bread-shape-heart-fresh-vegetables-top-view_2829-6342.jpg?size=626&ext=jpg,-0.2577632723132943
40,"a breakfast of bacon and eggs on a plate, on a white background royalty vector illustration stock illustration",3.511653149488499,3.704314297599646,https://thumbs.dreamstime.com/b/eggs-bacon-plate-isolated-breakfast-79000202.jpg,-0.1926611481111471
41,a small white bunny sitting among some eggs in grass,4.167482624744081,4.1119285834198145,https://riverdaleiowa.com/wp-content/uploads/2020/02/Egg-Hunt.jpg,0.055554041324266557
42,white eggs with funny faces on blue background stock images,4.658872868928072,4.303323442214152,https://thumbs.dreamstime.com/b/funny-white-egg-face-egg-cell-easter-background-egg-eyes-mouth-funny-chicken-white-eggs-faces-egg-142605092.jpg,0.3555494267139201
43,"ingredients on a cutting board including chocolate chips, milk, eggs and a bottle of milk",3.2122057722296624,3.948685196836277,https://wishesndishes.com/images/2019/10/Chocolate-Pie-Ashley-ingredients-545x818.jpg,-0.7364794246066144
44,a piece of toast topped with scrambled eggs and fruit,3.168717439920278,3.7061079476341545,https://thefoodcharlatan.com/wp-content/uploads/2017/08/IMG_6781-e1502957627795.jpg,-0.5373905077138765
45,"a salad made of vegetables and hard boiled eggs, on a tray",3.691088479715351,3.8171790064959508,https://m.buro247.my/thumb/670x870_0/images/easy-office-lunches-Article-Wide.jpg,-0.12609052678059962
46,an image of eggs and sugar in a white bowl,4.72152704648119,5.140481334535614,https://fabalabse.com/images/-D0-B9293.jpg,-0.41895428805442414
47,a cartoon rabbit bunny in an easter basket surrounded by painted eggs,3.759292732978213,4.497983324467089,https://us.123rf.com/450wm/krisdog/krisdog1403/krisdog140300016/26376943-white-easter-bunny-rabbit-with-a-basket-of-colorful-chocolate-easter-eggs.jpg?ver=6,-0.7386905914888762
48,"golden eggs on a black background, vector illustration stock illustration",4.026109260704064,3.7710461212355115,https://thumbs.dreamstime.com/b/set-gold-black-easter-egg-pattern-hand-vector-illustration-isolated-black-background-cover-design-print-set-168452853.jpg,0.2550631394685521
