,caption,pos_sims,neg_sims,url,score
0,an outdoor kitchen floor tile covered in soap bubbles,4.137317999856489,3.9467115253155782,http://static.flickr.com/2203/2228149103_ac49cd7173.jpg,0.1906064745409104
1,"person washing their hands, first aidler holding soap",4.160855491115867,4.337869489316435,https://us.123rf.com/450wm/lcosmo/lcosmo1711/lcosmo171100193/90381538-illustration-of-a-person-washing-hands-with-soap-and-water.jpg?ver=6,-0.17701399820056807
2,a young man washing his hair with soap,4.364365837189472,4.233583586208716,https://previews.123rf.com/images/ankomando/ankomando1606/ankomando160600070/58070548-boy-to-wash-the-hair-with-shampoo-Stock-Vector.jpg,0.13078225098075613
3,a cartoon cat in a hat and sunglasses blowing soap bubbles,3.205230052632917,3.5261935608806407,https://image.shutterstock.com/image-illustration/illustration-cute-cat-blowing-bubbles-600w-691672792.jpg,-0.3209635082477238
4,"a bathroom sink with a bowl, razor, and soap",4.587175692164132,4.282800069491701,https://images.squarespace-cdn.com/content/v1/563b5e01e4b04c71138b7768/1446735450261-X9TPNIYPGVF0YT8XLRII/ke17ZwdGBToddI8pDm48kBUDAxm-FLUF-OJf9moK1kV7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UT_TXfTUFcrrnRvtinoH4JYxq5g0UB9t65pVePltZrd1IKYY7Qu0iTZQJ-GJ4dsqLQ/First+Apartment+in+Paris,0.30437562267243035
5,"hot bath, hand towels and soapfree poster",4.213887280288557,4.0763525753423355,https://ae01.alicdn.com/kf/HTB1twrHPXzqK1RjSZFoq6zfcXXao/Modern-Bath-Canvas-Painting-Bathroom-Picture-Home-Decor-Wall-Art-Prints-For-Bathroom-No-Frame-Poster.jpg_q50.jpg,0.1375347049462219
6,soap in wooden bowl with flowers on grass,4.9525214144544325,4.656391578487405,https://images.cdn4.stockunlimited.net/thumb450/close-up-of-spa-treatment-products-on-the-grass_2090270.jpg,0.2961298359670277
7,the labels for some soaps,5.572507461982251,5.222498476434684,https://cdn3.f-cdn.com/contestentries/334463/11420454/56a768561b69a_thumb900.jpg,0.3500089855475679
8,pink mask and soap on a pink and white book,4.941846814369582,4.524599014867782,https://imagesvc.meredithcorp.io/v3/mm/image?url=http%3A%2F%2Fimages.hellogiggles.com%2Fuploads%2F2017%2F02%2F15060918%2FFrank-Body-glow-mask.jpg,0.41724779950180046
9,a man cleaning a car windshield with water and soap,3.592786790776349,3.616497148166477,https://resources.stuff.co.nz/content/dam/images/1/f/i/i/d/s/image.related.StuffLandscapeSixteenByNine.710x400.1ftl3n.png/1480539465846.jpg,-0.023710357390128056
10,"a unicorn soap is in the form of rainbow shaped, purple, and green",4.842360558811308,4.228661154328318,https://i.pinimg.com/originals/ab/57/7a/ab577a6f52fc6ff3ae10919fe17bbef5.jpg,0.6136994044829898
11,a child with brown hair blowing soap bubbles,3.3254960359978227,3.80482593364097,https://lemonlimeadventures.com/wp-content/uploads/2016/08/5-Simple-Breathing-Exercises-to-Calm-an-Angry-Child-Square.jpg,-0.47932989764314726
12,an old fashioned black soap bar that is slightly homemade made and very organic,5.344816443736065,4.128475521584441,https://cdn.shopify.com/s/files/1/0106/1978/1178/products/13286_7655-E1_200x200@2x.jpg?v=1571264136,1.2163409221516233
13,"a man and a woman run in front of each other, holding hands and throwing soap bubbles, black ink",2.7189388485039254,3.027333991711364,https://image.shutterstock.com/image-vector/sketchy-illustration-two-ninjas-fighting-600w-71216743.jpg,-0.30839514320743877
14,a white farmhouse sink with brass faucet and soap dispenser,3.862221975110807,3.4770224328987682,https://julieblanner.com/wp-content/uploads/2017/10/farmhouse-sink.jpg,0.3851995422120389
15,american actor person in the bbc sitcom series'the big sicker'which aired on the bbc television soap,1.7007684574684456,1.7478551696694764,https://media.gettyimages.com/photos/actor-paul-eddington-in-a-scene-from-the-television-sitcom-yes-8th-picture-id1064976842?s=612x612,-0.04708671220103078
