caption,url,pos_sims,neg_sims,score
a man sits in a taxi and looks out the window,http://static.flickr.com/2526/3971222967_534fe4938b.jpg,0.45818863365605605,0.5497421487778615,-0.09155351512180548
a yellow taxi cab is seen on the street,http://c2.peakpx.com/wallpaper/821/802/412/new-york-city-yellow-cabs-new-york-wallpaper-preview.jpg,0.7527881066297332,0.6172789855165784,0.13550912111315472
a female taxi driver holding a hot dog and driving,http://c8.alamy.com/comp/K80MWM/man-eating-an-hamburger-while-driving-his-car-K80MWM.jpg,0.47189296942294556,0.5436711402086135,-0.07177817078566795
taxi with sign near the building,http://c8.alamy.com/comp/A8AXEF/people-line-up-to-catch-taxi-cab-at-the-union-station-in-washington-A8AXEF.jpg,0.658272079506007,0.712340286673387,-0.054068207167380034
a double rainbow arches over an aircraft as it prepares to taxi out on the runway,http://i.dailymail.co.uk/i/pix/2016/06/29/22/35CC657A00000578-3666644-Everything_went_exactly_as_planned_but_the_RAF_could_not_claim_c-a-100_1467234628800.jpg,0.36748643696350947,0.33580486958848205,0.03168156737502742
a taxi driving down the street at night,https://ssl.c.photoshelter.com/img-get2/I0000_vKP07mEo9M/fit=1000x750/20101017-DSC0367a.jpg,0.6154952705296635,0.7696508502818038,-0.15415557975214034
the water taxi is going up into the new disney springs construction,https://dmt55mxnkgbz2.cloudfront.net/900x0_s3-46611-1s3-46611-S-357_19-LT-100_JPG.jpg,0.3183391924292976,0.3648837688500355,-0.04654457642073789
busy streets at night with pedestrians and busy taxis in the background,https://media.gettyimages.com/photos/crowds-and-traffic-pack-the-theatreland-end-of-shaftesbury-avenue-in-picture-id1056182524?s=612x612,0.4931861217001339,0.61685968864521,-0.12367356694507614
taxi cab at a event,https://storage.googleapis.com/picxystatic/cache/2019/8/9/6cbc572c20a314e1a4f24159da23e2fc.jpg,0.6166462359867059,0.6541568501659197,-0.037510614179213864
yellow retro taxi cab with a flat roof on yellow background 3d royalty illustration,https://thumbs.dreamstime.com/b/taxi-concept-yellow-retro-taxi-car-yellow-background-d-illustration-yellow-retro-taxi-car-yellow-background-d-127002553.jpg,0.728071652773749,0.5720204101430412,0.1560512426307078
an old fashioned chinese style hand pulled taxi,https://img.alicdn.com/imgextra/i1/2591725550/TB2fZfGcSxjpuFjSszeXXaeMVXa_!!2591725550.jpg,0.5557962722344294,0.5684011337428596,-0.01260486150843021
cars and taxis on a busy city street,https://s.yimg.com/uu/api/res/1.2/9lZMfRCGlaCMuAlBw7uJPA--~B/aD02Mjg7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en_us/News/afp.com/64ad26b9291a0257ab9b2a75a377b5644dd51d3b.jpg,0.5098407430970773,0.7428027316168613,-0.232961988519784
taxis are parked on the street,https://wallpapercave.com/wp/wp2220412.jpg,0.5776301448863661,0.6092709631135191,-0.031640818227153034
a woman is walking away from a yellow taxi van in manhattan,https://www.hardworkingtrucks.com/wp-content/uploads/sites/6/2017/01/TransitHybridTaxi_9835_C2.jpg,0.48996079253331765,0.46261486092444426,0.027345931608873386
a tuk tuk taxi and two people standing in the rain with umbrellas,https://www.straitstimes.com/sites/default/files/styles/article_pictrure_780x520_/public/articles/2018/01/13/nz_bangkok_130118.jpg?itok=Lyg1QzNj&timestamp=1515805989,0.43834060043242823,0.49696123068686404,-0.05862063025443581
a taxi driving down the road,https://s3-ap-southeast-1.amazonaws.com/9tro-production/media/7634/taxis-versus-private-hires-be-in-for-a-ride-7.jpg?width=1200&height=800,0.6271077148303029,0.6802359869809337,-0.05312827215063076
the water taxi is a popular boat for people to take them across the lake,https://photos.bringfido.com/attractions/5/0/3/11305/11305_22719.jpg?size=stack&density=2x,0.3302672201752377,0.38868102625469503,-0.05841380607945734
"blurred images of taxi cabs, taken with a long exposure filter",https://images.squarespace-cdn.com/content/v1/52857951e4b07140c24e066d/1406686909776-K3VY12Z7J5XK092UBULT/ke17ZwdGBToddI8pDm48kDEDYh4Y0JGhR6hzuwcJ44gUqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYxCRW4BPu10St3TBAUQYVKcz6bs2FkMoqlrQIzq4g5ogDqXr_T7rMikH_TfPkEE4wwzGwe9KEhUq6A0DxOZf-75/Coming+to+Pass.jpg,0.5536934724329089,0.4907962341692341,0.06289723826367477
the glass floor in the water taxi,http://static.flickr.com/3602/3642987914_9601b434c1.jpg,0.4015412726681147,0.4427807613569942,-0.0412394886888795
taxi and pedestrians in the city streets,http://l7.alamy.com/zooms/4ea2a841990f4006b147602a8454f465/a-man-queues-for-a-new-york-taxi-a8gtj1.jpg,0.5463188254671458,0.6666337114495854,-0.12031488598243956
a taxi car is moving down a busy city street,https://ak7.picdn.net/shutterstock/videos/6793477/thumb/1.jpg,0.545016258167065,0.7314455304803814,-0.1864292723133164
a long line of taxis sits in the middle,https://static1.squarespace.com/static/57a5b670e6f2e1f140d28fbd/5852272bbebafb6296767949/58522752e58c62343f3b1351/1482205102617/23.jpg,0.5858490817745723,0.6191369000634276,-0.0332878182888553
taxis on a rainy day in the city,http://archives.joris.berthelot.photography/content/2012/00-street-life-nyc/street_life_nyc_15.jpg,0.5568264931156955,0.6449885443784559,-0.08816205126276033
the doggie taxi service sign by person,https://cdn.shopify.com/s/files/1/1825/1777/products/the_doggie_taxi_service_-_wood_print_1024x1024.jpg?v=1525449670,0.4811024707152635,0.5247409196395824,-0.04363844892431884
a yellow taxi parked in front of a building,https://www.wealthmanagement.com/sites/wealthmanagement.com/files/styles/article_featured_standard/public/betterment-taxi_1.jpg?itok=PRUYtsfm,0.7429770376568702,0.6411002683886935,0.10187676926817668
a man waving goodbye to the taxi driver,https://cdn.shopify.com/s/files/1/0065/4917/6438/products/male-taxi-and-limo-drivers-collection-001_1024x1024@2x.jpg?v=1549210594,0.4495985556466678,0.7531237708500826,-0.30352521520341486
a taxi cab with its front light on at an intersection,https://www.gannett-cdn.com/-mm-/e3e5039fca757a7adbd71f73fc2037341d68e1d2/c=114-0-1887-1333/local/-/media/2017/11/01/IAGroup/DesMoines/636451382349888992-171031-02-taxi-bp.jpg?width=540&height=405&fit=crop,0.6574149939785293,0.7567626494024278,-0.09934765542389845
a line up of fighter jets taxiing on the tarmac,https://pcphotoblog.files.wordpress.com/2014/04/1-blue-angel-jets-lined-up-along-the-tarmac-258.jpg,0.35000280530968164,0.3397674904457753,0.01023531486390633
a yellow taxi car in the background of traffic blurred,https://thumbs.dreamstime.com/b/taxi-cars-street-taxi-cars-street-against-airport-terminal-prague-czech-republic-102157334.jpg,0.7237542858431794,0.6183026525799826,0.10545163326319673
a taxi booth in a airport waiting for customers,https://www.leidos.com/sites/g/files/zoouby166/files/styles/insight_import/public/insight-imported/c1f439f1ee7d8bb1385c5b6025922e62.jpg?itok=vmZpK6lP,0.531723142988716,0.5557939934874637,-0.024070850498747687
a green taxi parked on the beach in mauritius,https://thumbs.dreamstime.com/b/green-taxi-hoi-vietnam-66286966.jpg,0.5151370472521882,0.5278730381395157,-0.012735990887327464
the bride and groom pose beside a taxi cab,https://i.pinimg.com/736x/cb/bf/e3/cbbfe3c9b5ad120d3001a103338c3aeb--wedding-cars-wedding-blog.jpg,0.5122710222135953,0.4886779861350624,0.023593036078532914
a man surrounded by taxi dogs and animals,https://media.gettyimages.com/photos/british-actor-john-cleese-surrounded-by-stuffed-animals-in-a-shot-picture-id79926279,0.4734497079190057,0.4726029306916988,0.0008467772273069163
a woman in a wedding dress riding inside of a taxi,https://www.weddingyourwaynewyork.com/images/ts2-Central_Park_Location-01.jpg,0.5072397908004486,0.5434831733689568,-0.03624338256850823
a woman with glasses leaning out the window of a yellow taxi,http://l7.alamy.com/zooms/505c36f165b64873841c8b5b88c36600/a-woman-getting-out-of-the-rear-passenger-seat-of-a-yellow-cab-dgmtg3.jpg,0.5942226557631537,0.6147223744434497,-0.020499718680295986
a taxi passes a billboard,http://l7.alamy.com/zooms/675e7fc2d4044f198d3417b106edf10d/a-taxi-and-a-bus-on-la-brea-ave-hollywood-los-angeles-county-california-beajyr.jpg,0.607515103865499,0.6905224319072792,-0.08300732804178024
taxi cab on the road at night,http://l7.alamy.com/zooms/10e743fdac1241b6b94ec5d16e2fae36/taxi-entering-a-tunnel-seen-from-the-hood-of-the-car-cta9na.jpg,0.6612798991231726,0.7669978793713124,-0.10571798024813972
ethiopian airlines boeing 701 taxiing at night,https://airlinesfleet.com/wp-content/uploads/2019/06/Ethiopian-Airlines-Boeing-777-260LR-ET-ANO-The-Rift-Valley-at-Lviv-International-Airport-1024x683.jpg,0.3556435193799338,0.45130958071486216,-0.09566606133492833
"united airlines airplanes taxi on the tarmac at seattle international airport in seattle, wa",https://9b16f79ca967fd0708d1-2713572fef44aa49ec323e813b06d2d9.ssl.cf2.rackcdn.com/1140x_a10-7_cTC/UNITED-BG-1587391169.jpg,0.33655059731468034,0.36093497149744397,-0.024384374182763624
yellow taxi cab parked at the side of a building in the city,https://st2.depositphotos.com/2131957/12132/i/950/depositphotos_121323184-stock-photo-munich-germany-june-252016-iconic.jpg,0.6587371656965381,0.6659449244827459,-0.00720775878620783
a rq 2a predator remotely guided aircraft taxies to its parking area under a rainbow,http://www.dmitryshulgin.com/wp-content/uploads/2016/09/MQ-4C-Triton-1024x682.jpg,0.34259863366342286,0.3173548708044844,0.02524376285893848
"the city street at night, where cars and taxis are stopped",http://farm8.staticflickr.com/7159/6805444833_814cf18c61_z_d.jpg,0.5118913945970998,0.6452148874094742,-0.13332349281237443
two food trucks in the city with a yellow taxi car parked nearby,https://thumbs.dreamstime.com/b/white-blue-ice-cream-van-hot-dog-cart-street-new-york-city-july-th-front-guggenheim-museum-york-57534225.jpg,0.5944967165224392,0.5548631642246576,0.03963355229778154
"a woman is driving a taxi driver with a cap on her head, vector illustration",https://thumbs.dreamstime.com/b/taxi-driver-girl-holding-steering-wheel-concept-background-banner-order-taxi-cartoon-illustration-trip-76760973.jpg,0.5204635911680301,0.5427940153280043,-0.022330424159974216
the girls who are sitting on the ground in front of the waiting area for our taxi,http://static.flickr.com/1143/802614262_75c5cc9b91.jpg,0.38524495031950706,0.4840356945262331,-0.09879074420672601
a man wearing a red hat in a taxi,http://static.flickr.com/3227/3130731140_22d5426924.jpg,0.5067898603584159,0.598165690100294,-0.09137582974187808
a mountain lion in a taxi,http://s3.amazonaws.com/presspublisher-do/upload/3820/Travel%20Danger%20Cougar.jpg,0.4682374723489125,0.47789616274626917,-0.009658690397356673
busy street with colorful cars and taxis,http://l7.alamy.com/zooms/598cbb14d2544a8ba0501a3551d16dcf/traffic-jam-on-the-street-in-central-medellin-colombia-south-america-d99j6d.jpg,0.5320770199454052,0.5757866186895192,-0.04370959874411395
"a smiling man driving a taxi, a flat design style royalty illustration",https://thumbs.dreamstime.com/b/taxi-driver-man-driving-yellow-car-isolated-background-vector-illustration-cartoon-style-taxi-driver-man-driving-yellow-169731654.jpg,0.5401646031205269,0.5552290313970879,-0.01506442827656096
