caption,url,pos_sims,neg_sims,score
"two blue buses in a field, with a group of people sitting in the middle",http://static.flickr.com/4079/4939148009_87138bfbd6.jpg,0.5523975504270496,0.5345202364005675,0.017877314026482183
"the bus is in use, and the office is all the same, on the ground",http://static.flickr.com/2251/2106476894_5a1c5f54ff.jpg,0.4778061383018381,0.496363060294176,-0.018556921992337883
london buses and red double decker buses are on the street next to nelson's column in trafcliffe,http://static.flickr.com/26/38624926_a3673f764e.jpg,0.5422952146758913,0.4495503386403374,0.09274487603555387
a pretty pink flower blooming out of the bush by a church,http://static.flickr.com/1089/1178606288_70adc3f942.jpg,0.28681803080992846,0.2769548415955706,0.00986318921435786
the street is busy with people walking through the snow,http://static.flickr.com/5284/5350769692_1b31958864.jpg,0.24784017323046326,0.40574194264766994,-0.15790176941720668
an adult swallow butterfly on white butterflies bush blossoms,http://static.flickr.com/1171/1215334416_73cac0e237.jpg,0.25149968488802854,0.17709211129866345,0.07440757358936509
some of the wall art at the bus stop in the middle of nowhere,http://static.flickr.com/24/40963089_bd4b616876.jpg,0.37039721444559687,0.4669170885716409,-0.09651987412604401
a lion is standing in the grass in the bush,http://static.flickr.com/46/182709025_9750bd4345.jpg,0.21454986940473214,0.2788896103698362,-0.06433974096510409
a yellow school bus in a field full of snow,http://static.flickr.com/4096/4919041101_e49f30d9b6.jpg,0.752956815799661,0.5563117921207295,0.19664502367893155
three businesspeople looking at computer screen in a meeting room,http://static.flickr.com/2654/3786290460_ca1296c97c.jpg,0.18824661272040363,0.20847644536301152,-0.020229832642607887
a sign in the bus stop telling you don't touch any other bus,http://static.flickr.com/3267/3221338103_a1ffc313e1.jpg,0.46143420141995356,0.5732351943602717,-0.11180099294031814
this church was located on the side of a busy street in auckland,http://static.flickr.com/2179/2497140866_bb0b86fcb1.jpg,0.2712234493031548,0.37359640878042094,-0.10237295947726616
a picture taken from a bus window that shows the reflection of a man in the window,http://static.flickr.com/3318/3590442720_914c8854ee.jpg,0.530366553108656,0.4755292629744434,0.05483729013421257
a truck drives through a busy highway,http://static.flickr.com/5089/5308924596_876aebc0b3.jpg,0.3489357947811725,0.524364538459906,-0.17542874367873357
a variety of sushi in a box at one of the restaurants i ate at on the bus,http://static.flickr.com/2397/2177792234_d6e671c4e7.jpg,0.3766134595410399,0.3944953484706117,-0.017881888929571765
some red and yellow leaves on a bush in the mountains,http://static.flickr.com/3153/2885230008_56d3d69b60.jpg,0.358036224364676,0.27122582606893836,0.08681039829573767
tall dry grass in front of some bushes,http://static.flickr.com/2803/4445259047_b83d33e8c6.jpg,0.26825585394789087,0.27428171839205434,-0.006025864444163476
the view from a bus window in shanghai,http://static.flickr.com/4141/4826934234_5039245b78.jpg,0.5338382130812094,0.46045095028826843,0.07338726279294094
a busy city street at dusk with traffic,http://static.flickr.com/2526/3852329455_908366ef3b.jpg,0.4148653913894479,0.5494002073785733,-0.13453481598912542
a reflection in a bus window,http://static.flickr.com/88/234295131_874b834cf1.jpg,0.6178717725975859,0.5289380995593739,0.08893367303821198
the duck is sitting in the bushes and looking at the ocean,http://static.flickr.com/3184/2427235336_d91f51713a.jpg,0.1741463229185612,0.2129838202200793,-0.038837497301518115
"a view from a bus window, looking up at a very tall building near madison",http://static.flickr.com/46/155372857_fac8c1e92d.jpg,0.5008896494030372,0.45112430749296173,0.04976534191007542
an old duck bus on the street in london,http://static.flickr.com/1076/543777128_698afd2ee6.jpg,0.593416825682522,0.5103137627125651,0.08310306296995684
